expression,folder,n_rows,n_viewpoints,complete_215,A_cosine_left,A_cosine_right,A_cosine_detected_left,A_cosine_detected_right,A_angular_left,A_angular_right,A_angular_detected_left,A_angular_detected_right,A_euclidean_left,A_euclidean_right,A_euclidean_detected_left,A_euclidean_detected_right,A_path_left,A_path_right,A_path_detected_left,A_path_detected_right,A_rate_left,A_rate_right,A_rate_detected_left,A_rate_detected_right,A_curvature_left,A_curvature_right,A_curvature_detected_left,A_curvature_detected_right,A_instability_left,A_instability_right,A_instability_detected_left,A_instability_detected_right,C_left,C_right,C_detected_left,C_detected_right,B_left,B_right,B_detected_left,B_detected_right,missing_left,missing_right,left_ordering,right_ordering
Wink,Male_Wink,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,6.0,True,True,,,False,False,201.0,149.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,213.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,207.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,210.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,4.0,True,True,,,False,False,172.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
With Forehead Wrinkles Angry,Male_With Forehead Wrinkles Angry 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,211.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZMouth Open Horizontal,Male_ZMouth Open Horizontal,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,209.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZMouth Open Horizontal And Vertical,Male_ZMouth Open Horizontal And Vertical,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,199.0,2.0,True,True,,,False,False,211.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Bearded,Male_ZZ_Bearded,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,206.0,True,True,,,False,False,208.0,27.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Cavalier,Male_ZZ_Cavalier,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Dapper,Male_ZZ_Dapper,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,212.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Flynn,Male_ZZ_Flynn,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Franz Josef,Male_ZZ_Franz Josef,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,210.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Friendly Mutton Chops,Male_ZZ_Friendly Mutton Chops,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Fu Manchu,Male_ZZ_Fu Manchu,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,211.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Fu Manchu Goatee,Male_ZZ_Fu Manchu Goatee,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,208.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Full Beard,Male_ZZ_Full Beard,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,194.0,True,True,,,False,False,213.0,48.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Goatee,Male_ZZ_Goatee,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,28.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Grizzly Beard,Male_ZZ_Grizzly Beard,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,,,False,False,,,False,False,,,False,False,"C,B","C,B",incomplete,incomplete
ZZ_Mutton Chops,Male_ZZ_Mutton Chops,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Napoleon III,Male_ZZ_Napoleon III,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,2.0,True,True,,,False,False,207.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Officer,Male_ZZ_Officer,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Pioneer,Male_ZZ_Pioneer,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,26.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZZ_Stubbled,Male_ZZ_Stubbled,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,208.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
